qstr_{reg61}.0{reg62}|{reg61}.0{reg62}
qstr_Hasham_Al_Zanata_Far|Hasham Al-Zanata Faris
qstr_Hasham_Al_Maghrib_Ra|Hasham Al-Maghrib Rajjala
qstr_Brabantine_Iaculator|Brabantine Iaculator Arcoballista
qstr_Brabantine_Iaculatori|Brabantine Iaculatoris Arcoballistae
qstr_Brabantine_Hastatus_|Brabantine Hastatus Militaris
qstr_Brabantine_Hastati_M|Brabantine Hastati Militares
qstr_Brabantine_Gisarme|Brabantine Gisarme
qstr_Cymry_Saethydd|Cymry Saethydd
qstr_Kern_Solidarius|Kern Solidarius
qstr_Kern_Solidari|Kern Solidari
qstr_Almogabar|Almogabar
qstr_Almogabars|Almogabars
qstr_Cuman_Tribesman|Cuman Tribesman
qstr_Cuman_Tribesmen|Cuman Tribesmen
qstr_Cuman_Skirmisher|Cuman Skirmisher
qstr_Cuman_Skirmishers|Cuman Skirmishers
qstr_Cuman_Horseman|Cuman Horseman
qstr_Cuman_Horsemen|Cuman Horsemen
qstr_Cuman_Horse_Archer|Cuman Horse Archer
qstr_Cuman_Horse_Archers|Cuman Horse Archers
qstr_Cuman_Veteran_Horse_|Cuman Veteran Horse Archer
qstr_Cuman_Veteran_Horse_A|Cuman Veteran Horse Archers
qstr_Cuman_Lancer|Cuman Lancer
qstr_Cuman_Lancers|Cuman Lancers
qstr_Cuman_Heavy_Lancer|Cuman Heavy Lancer
qstr_Cuman_Heavy_Lancers|Cuman Heavy Lancers
qstr_Gall_Gaedhil_Hastatu|Gall-Gaedhil Hastatus
qstr_Gall_Gaedhil_Hastati|Gall-Gaedhil Hastati
qstr_Gall_Gaedhil_Spathar|Gall-Gaedhil Spatharius
qstr_Gall_Gaedhil_Spathari|Gall-Gaedhil Spathari
qstr_Gall_Gaedhil_Tuanagh|Gall-Gaedhil Tuanaghta
qstr_Gall_Oglaich_Spathar|Gall-Oglaich Spatharius
qstr_Gall_Oglaich_Spathari|Gall-Oglaich Spathari
qstr_Gall_Oglaich_Tuanagh|Gall-Oglaich Tuanaghta
qstr_Turcopole|Turcopole
qstr_Turcopoles|Turcopoles
qstr_Dux_Ordo_Templique_S|Dux Ordo Templique Salomonis Iaculator arcoballista
qstr_Duxes_Ordo_Templique|Duxes Ordo Templique Salomonis Iaculatoris acroballistae
qstr_Dux_Ordo_Templique_Sa|Dux Ordo Templique Salomonis Machaerophorus militaris
qstr_Dux_Ordo_Templique_Sal|Dux Ordo Templique Salomonis Salomonis Machaerophori militares
qstr_Dux_Ordo_Templique_Salo|Dux Ordo Templique Salomonis Hastatus
qstr_Duxes_Ordo_Templique_|Duxes Ordo Templique Salomonis Hastati
qstr_Dux_Ordo_Templique_Salom|Dux Ordo Templique Salomonis armiger Eques
qstr_Duxes_Ordo_Templique_S|Duxes Ordo Templique Salomonis armigri Equites
qstr_Dux_Ordo_Templique_Salomo|Dux Ordo Templique Salomonis Miles nobilitas
qstr_Dux_Ordo_Templique_Salomon|Dux Ordo Templique Salomonis Milites nobiliti
qstr_Dux_Ordo_sancti_Joha|Dux Ordo sancti Johannis Machaerophorus militaris
qstr_Duxes_Ordo_sancti_Jo|Duxes Ordo sancti Johannis Machaerophori militares
qstr_Dux_Ordo_sancti_Johan|Dux Ordo sancti Johannis Hastatus militaris
qstr_Dux_Ordo_sancti_Johann|Dux Ordo sancti Johannis Hastati militares
qstr_Dux_Ordo_sancti_Johanni|Dux Ordo sancti Johannis Iaculator Arcoballista
qstr_Duxes_Ordo_sancti_Joh|Duxes Ordo sancti Johannis Iaculatoris Arcoballistae
qstr_Dux_Ordo_sancti_Johannis|Dux Ordo sancti Johannis armiger Eques
qstr_Dux_Ordo_sancti_Johannis_|Dux Ordo sancti Johannis armigri Equites
qstr_Dux_Ordo_sancti_Johannis_M|Dux Ordo sancti Johannis Miles nobilitas
qstr_Dux_Ordo_sancti_Johannis_Mi|Dux Ordo sancti Johannis Milites nobiliti
qstr_mercenaries_end|mercenaries end
qstr_Baltischer_Dorfbewoh|Baltischer Dorfbewohner
qstr_Baltische_Dorfbewohn|Baltische Dorfbewohner
qstr_Gintus|Gintus
qstr_Kareusnikis|Kareusnikis
qstr_Kareusniku|Kareusniku
qstr_Turkopol|Turkopol
qstr_Turkopolen|Turkopolen
qstr_Deutscher_Siedler|Deutscher Siedler
qstr_Deutsche_Siedler|Deutsche Siedler
qstr_Deutschordens_Guisar|Deutschordens-Guisarmier
qstr_Deutschordens_Guisarm|Deutschordens-Guisarmiere
qstr_Deutschordens_Sergen|Deutschordens-Sergent
qstr_Deutschordens_Sergent|Deutschordens-Sergenten
qstr_Deutschordens_Sarian|Deutschordens-Sariantbruder zu Fuß
qstr_Deutschordens_Sariant|Deutschordens-Sariantbrüder zu Fuß
qstr_Deutscher_Heerbann_F|Deutscher Heerbann-Fußsoldat
qstr_Deutsche_Heerbann_Fu|Deutsche Heerbann-Fußsoldaten
qstr_Deutscher_Bürger_Sp|Deutscher Bürger-Speerträger
qstr_Deutsche_Bürger_Spe|Deutsche Bürger-Speeträger
qstr_Deutschordens_Speert|Deutschordens-Speerträger
qstr_Deutschordens_Speertr|Deutschordens-Speerträger-Veteran
qstr_Deutschordens_Speertr�|Deutschordens-Speerträger-Veteranen
qstr_Deutscher_Bürger_Ar|Deutscher Bürger-Armbrustschütze
qstr_Deutsche_Bürger_Arm|Deutsche Bürger-Armbrustschützen
qstr_Deutschordens_Armbru|Deutschordens-Armbrustschütze
qstr_Deutschordens_Armbrus|Deutschordens-Armbrustschützen
qstr_Deutschordens_Armbrust|Deutschordens-Armbrustschützen-Veteran
qstr_Deutschordens_Armbrusts|Deutschordens-Armbrustschützen-Veteranen
qstr_Deutschordens_Knecht|Deutschordens-Knecht
qstr_Deutschordens_Knechte|Deutschordens-Knechte
qstr_Deutschordens_Sergent_|Deutschordens-Sergent zu Pferd
qstr_Deutschordens_Sergente|Deutschordens-Sergenten zu Pferd
qstr_Deutschordens_Halbbr|Deutschordens-Halbbruder
qstr_Deutschordens_Halbbr�|Deutschordens-Halbbrüder
qstr_Deutschordens_Ritter|Deutschordens-Ritterbruder
qstr_Deutschordens_Ritterb|Deutschordens-Ritterbrüder
qstr_Deutschordens_Bote|Deutschordens-Bote
qstr_Deutschordens_Boten|Deutschordens-Boten
qstr_Deutschordens_Desert|Deutschordens-Deserteur
qstr_Deutschordens_Deserte|Deutschordens-Deserteure
qstr_Deutschordens_Kerker|Deutschordens-Kerkerwache
qstr_Deutschordens_Kerkerw|Deutschordens-Kerkerwachen
qstr_Shiine_Gishuun|Shiine Gishuun
qstr_Budagch|Budagch
qstr_Duulgat|Duulgat
qstr_Num_Kharvaach|Num Kharvaach
qstr_Mergen_Kharvaach|Mergen Kharvaach
qstr_Khuiagt_Cereg|Khuiagt Cereg
qstr_Ba_atur|Ba'atur
qstr_Selyanin|Selyanin
qstr_Selyani|Selyani
qstr_Darvar_Strelets|Darvar Strelets
qstr_Darvari_Streltsi|Darvari Streltsi
qstr_Naimnij_Strelets|Naimnij Strelets
qstr_Naimnije_Streltsi|Naimnije Streltsi
qstr_Opitnij_Naimnij_Stre|Opitnij Naimnij Strelets
qstr_Opitnije_Naimnije_St|Opitnije Naimnije Streltsi
qstr_Darvar_Peshak|Darvar Peshak
qstr_Darvari_Peshatsi|Darvari Peshatsi
qstr_Naimnij_Sekironosets|Naimnij Sekironosets
qstr_Naimnije_Sekironosts|Naimnije Sekironostsi
qstr_Naimnij_Peshak|Naimnij Peshak
qstr_Naimnije_Peshatsi|Naimnije Peshatsi
qstr_Opitnij_Naimnij_Pesh|Opitnij Naimnij Peshak
qstr_Opitnije_Naimnije_Pe|Opitnije Naimnije Peshatsi
qstr_Akrit|Akrit
qstr_Akriti|Akriti
qstr_Opitnij_Akrit|Opitnij Akrit
qstr_Opitnije_Akriti|Opitnije Akriti
qstr_Grazhdanin|Grazhdanin
qstr_Grazhdanije|Grazhdanije
qstr_Gradski_Koppijnik|Gradski Koppijnik
qstr_Gradskije_Kopijniki|Gradskije Kopijniki
qstr_Gradskij_Opitnij_Kop|Gradskij Opitnij Kopijnik
qstr_Gradskije_Opitnije_K|Gradskije Opitnije Kopijniki
qstr_Shtitonosets_Kopijni|Shtitonosets Kopijnik
qstr_Shtitonosetsi_Kopijn|Shtitonosetsi Kopijniki
qstr_Gradskij_Strelets|Gradskij Strelets
qstr_Gradskije_Streletsi|Gradskije Streletsi
qstr_Opitnij_Gradskij_Str|Opitnij Gradskij Strelets
qstr_Opitnije_Gradskije_S|Opitnije Gradskije Streltsi
qstr_Shtitonosets_Strelet|Shtitonosets Strelets
qstr_Shtitonostsi_Strelts|Shtitonostsi Streltsi
qstr_Voi_Konnik|Voi Konnik
qstr_Voie_Konniki|Voie Konniki
qstr_Oklopnik|Oklopnik
qstr_Oklopniki|Oklopniki
qstr_Vitez|Vitez
qstr_Vityazi|Vityazi
qstr_Boyar|Boyar
qstr_Boyari|Boyari
qstr_Smerd|Smerd
qstr_Smerdy|Smerdy
qstr_Kmet|Kmet
qstr_Kmeti|Kmeti
qstr_Oruyeborets|Oruyeborets
qstr_Oruyebortsi|Oruyebortsi
qstr_Stariy_Oruyeborets|Stariy Oruyeborets
qstr_Stariye_Oruyebortsi|Stariye Oruyebortsi
qstr_Okhotnik|Okhotnik
qstr_Okhotniki|Okhotniki
qstr_Luchnik|Luchnik
qstr_Luchniki|Luchniki
qstr_Zastrelshik|Zastrelshik
qstr_Zastrelshiki|Zastrelshiki
qstr_Opolchenets|Opolchenets
qstr_Opolchentsi|Opolchentsi
qstr_Peshets|Peshets
qstr_Peshtsi|Peshtsi
qstr_Ratnik|Ratnik
qstr_Ratniki|Ratniki
qstr_Voin|Voin
qstr_Voini|Voini
qstr_Kopienosets|Kopienosets
qstr_Kopienostsi|Kopienostsi
qstr_Pantsirniy_Kopienose|Pantsirniy Kopienosets
qstr_Pantsirniye_Kopienos|Pantsirniye Kopienostsi
qstr_Vsadnik|Vsadnik
qstr_Vsadniki|Vsadniki
qstr_Otrok|Otrok
qstr_Otroki|Otroki
qstr_Druzhinnik|Druzhinnik
qstr_Druzhinniki|Druzhinniki
qstr_Boyarin|Boyarin
qstr_Boyariye|Boyariye
qstr_Húskarl|Húskarl
qstr_Húskarlar|Húskarlar
qstr_Býjarmaður|Býjarmaður
qstr_Býjarmenn|Býjarmenn
qstr_Hermaður|Hermaður
qstr_Hermenn|Hermenn
qstr_Þaulreyndur_Hermað|Þaulreyndur Hermaður
qstr_Þaulreyndur_Hermenn|Þaulreyndur Hermenn
qstr_Brynvarinn_Hermaður|Brynvarinn Hermaður
qstr_Brynvarinn_Hermenn|Brynvarinn Hermenn
qstr_Hirðmaður|Hirðmaður
qstr_Hirðmenn|Hirðmenn
qstr_Gestur|Gestur
qstr_Gestir|Gestir
qstr_Þaulreyndur_Gestur|Þaulreyndur Gestur
qstr_Þaulreyndur_Gestir|Þaulreyndur Gestir
qstr_Brynvarinn_Gestur|Brynvarinn Gestur
qstr_Brynvarinn_Gestir|Brynvarinn Gestir
qstr_Leiðangsmaður|Leiðangsmaður
qstr_Leiðangsmenn|Leiðangsmenn
qstr_Þaulreyndur_Leiðan|Þaulreyndur Leiðangsmaður
qstr_Þaulreyndur_Leiðang|Þaulreyndur Leiðangsmenn
qstr_Brynvarinn_Leiðangs|Brynvarinn Leiðangsmaður
qstr_Brynvarinn_Leiðangsm|Brynvarinn Leiðangsmenn
qstr_Lasbogamaður|Lasbogamaður
qstr_Lasbogamenn|Lasbogamenn
qstr_Þaulreyndur_Lasboga|Þaulreyndur Lasbogamaður
qstr_Þaulreyndur_Lasbogam|Þaulreyndur Lasbogamenn
qstr_Brynvarinn_Lasbogama|Brynvarinn Lasbogamaður
qstr_Brynvarinn_Lasbogame|Brynvarinn Lasbogamenn
qstr_Þaulreyndur_Bogama�|Þaulreyndur Bogamaður
qstr_Þaulreyndur_Bogamen|Þaulreyndur Bogamenn
qstr_Brynvarinn_Bogamaðu|Brynvarinn Bogamaður
qstr_Brynvarinn_Bogamenn|Brynvarinn Bogamenn
qstr_Konúngsmaður|Konúngsmaður
qstr_Konúngsmenn|Konúngsmenn
qstr_Kertilsveinn|Kertilsveinn
qstr_Kertilsveinr|Kertilsveinr
qstr_Skútilsveinn|Skútilsveinn
qstr_Skútilsveinr|Skútilsveinr
qstr_Lendur_Maður|Lendur Maður
qstr_Lendir_Menn|Lendir Menn
qstr_Kaimynas|Kaimynas
qstr_Kaimynai|Kaimynai
qstr_Pėstininkas|Pėstininkas
qstr_Pėstininka|Pėstininka
qstr_Šaulys|Šaulys
qstr_Šiauliai|Šiauliai
qstr_Kirvininkas|Kirvininkas
qstr_Kirvininkai|Kirvininkai
qstr_Kirvininkas_Veterana|Kirvininkas Veteranas
qstr_Kirvininkai_Veterana|Kirvininkai Veteranai
qstr_Ietininkas|Ietininkas
qstr_Ietininkai|Ietininkai
qstr_Ietininkas_Veteranas|Ietininkas Veteranas
qstr_Veteranai_Ietininkai|Veteranai Ietininkai
qstr_Lankininkas|Lankininkas
qstr_Lankininkai|Lankininkai
qstr_Lankininkas_Veterana|Lankininkas Veteranas
qstr_Veteranai_Lankininka|Veteranai Lankininkai
qstr_Akstininkas_|Akstininkas 
qstr_Akstininkai|Akstininkai
qstr_Akstininkas_Veterana|Akstininkas Veteranas
qstr_Akstininkai_Veterana|Akstininkai Veteranai
qstr_Mažasis_Bajoras|Mažasis Bajoras
qstr_Mažieji_Bajorai|Mažieji Bajorai
qstr_Raitas_Bajoras|Raitas Bajoras
qstr_Raiti_Bajorai|Raiti Bajorai
qstr_Raitas_Didysis_Bajor|Raitas Didysis Bajoras
qstr_Raiti_Didieji_Bajora|Raiti Didieji Bajorai
qstr_Raitas_Didžiūnas|Raitas Didžiūnas
qstr_Raiti_Didžiūnai|Raiti Didžiūnai
qstr_Bajoras|Bajoras
qstr_Bajorai|Bajorai
qstr_Didysis_Bajoras|Didysis Bajoras
qstr_Didieji_Bajorai|Didieji Bajorai
qstr_Didžiūnas|Didžiūnas
qstr_Didžiūnai|Didžiūnai
qstr_Awamm_Al_Magrib_Al_D|Awamm Al-Magrib Al-Dehat
qstr_Husud_Al_Barbar_Spea|Husud Al-Barbar Spearman
qstr_Husud_Al_Barbar_Spear|Husud Al-Barbar Spearmen
qstr_Mutatawwi_a_Al_Barba|Mutatawwi'a Al-Barbar Spearman
qstr_Mutatawwi_a_Al_Barbar|Mutatawwi'a Al-Barbar Spearmen
qstr_Husud_Al_Magribi_Far|Husud Al-Magribi Faris
qstr_Muqatila_Al_Arabiyyu|Muqatila Al-Arabiyyun Faris
qstr_Shaykh_Al_Arabiyyun_|Shaykh Al-Arabiyyun Khayl
qstr_Husud_Al_Barbar_Skir|Husud Al-Barbar Skirmisher
qstr_Husud_Al_Barbar_Skirm|Husud Al-Barbar Skirmishers
qstr_Jabaliyya_Al_Barbar_|Jabaliyya Al-Barbar Javelineer
qstr_Jabaliyya_Al_Barbar_J|Jabaliyya Al-Barbar Javelineers
qstr_Husud_Al_Barbar_Bowm|Husud Al-Barbar Bowman
qstr_Husud_Al_Barbar_Bowme|Husud Al-Barbar Bowmen
qstr_Awamm_Al_Magrib_Al_M|Awamm Al-Magrib Al-Medina
qstr_Jund_Al_Medina_Arche|Jund Al-Medina Archer
qstr_Jund_Al_Medina_Archer|Jund Al-Medina Archers
qstr_Jund_Al_Andalusi_Cro|Jund Al-Andalusi Crossbowman
qstr_Jund_Al_Andalusi_Cros|Jund Al-Andalusi Crossbowmen
qstr_Jund_Al_Medina_Footm|Jund Al-Medina Footman
qstr_Jund_Al_Medina_Footme|Jund Al-Medina Footmen
qstr_Jund_Al_Andalusi_Foo|Jund Al-Andalusi Footman
qstr_Jund_Al_Andalusi_Foot|Jund Al-Andalusi Footmen
qstr_Kabila_Al_Barbar_Far|Kabila Al-Barbar Faris
qstr_Murtaziqa_Al_Makhzan|Murtaziqa Al-Makhzan Faris
qstr_Sharif_Al_Makhzan_Kh|Sharif Al-Makhzan Khayl
qstr_Awamm_Al_Mashriq|Awamm Al Mashriq
qstr_Mutatawwi_a_Infantry|Mutatawwi'a Infantry
qstr_Fata_Al_Futuwwa_Infa|Fata Al-Futuwwa Infantry
qstr_Fityan_Al_Futuwwa_In|Fityan Al-Futuwwa Infantry
qstr_Jund_Al_Amir_Infantr|Jund Al-Amir Infantry
qstr_Ajnad_Al_Umara_Infan|Ajnad Al-Umara Infantry
qstr_Mutatawwi_a_Spearman|Mutatawwi'a Spearman
qstr_Mutatawwi_a_Spearmen|Mutatawwi'a Spearmen
qstr_Fata_Al_Futuwwa_Spea|Fata Al-Futuwwa Spearman
qstr_Fityan_Al_Futuwwa_Sp|Fityan Al-Futuwwa Spearmen
qstr_Jund_Al_Amir_Spearma|Jund Al-Amir Spearman
qstr_Ajnad_Al_Umara_Spear|Ajnad Al-Umara Spearmen
qstr_Jund_Al_Amir_Faris|Jund Al-Amir Faris
qstr_Ajnad_Al_Umara_Fursa|Ajnad Al-Umara Fursan
qstr_Jund_Al_Halqa_Faris|Jund Al-Halqa Faris
qstr_Ajnad_Al_Halqa_Fursa|Ajnad Al-Halqa Fursan
qstr_Mutatawwi_a_Archer|Mutatawwi'a Archer
qstr_Mutatawwi_a_Archers|Mutatawwi'a Archers
qstr_Fata_Al_Futuwwa_Arch|Fata Al-Futuwwa Archer
qstr_Fityan_Al_Futuwwa_Ar|Fityan Al-Futuwwa Archers
qstr_Jund_Al_Amir_Archer|Jund Al-Amir Archer
qstr_Jund_Al_Amir_Archers|Jund Al-Amir Archers
qstr_Turkoman|Turkoman
qstr_Turkomans|Turkomans
qstr_Mamluk_Al_Sighar_Al_|Mamluk Al-Sighar Al-Amir
qstr_Mamalik_Al_Sighar_Al|Mamalik Al-Sighar Al-Umara
qstr_Mamluk_Al_Kibar_Al_A|Mamluk Al-Kibar Al-Amir
qstr_Mamalik_Al_Kibar_Al_|Mamalik Al-Kibar Al-Umara
qstr_Mamluk_Al_Sultaniya|Mamluk Al-Sultaniya
qstr_Mamalik_Al_Sultaniya|Mamalik Al-Sultaniya
qstr_Mamluk_Al_Bahariyya|Mamluk Al-Bahariyya
qstr_Mamalik_Al_Bahariyya|Mamalik Al-Bahariyya
qstr_Raitas_Ietininkas|Raitas Ietininkas
qstr_Raiti_Ietininkai|Raiti Ietininkai
qstr_Leičių_Raitelis|Leičių Raitelis
qstr_Leičių_Raiteliai|Leičių Raiteliai
qstr_Leičių_Bajoras|Leičių Bajoras
qstr_Leičių_Bajorai|Leičių Bajorai
qstr_Chevalier|Chevalier
qstr_Chevaliers|Chevaliers
qstr_Welsh_Bowman|Welsh Bowman
qstr_Welsh_Bowmen|Welsh Bowmen
qstr_Genoese_Crossbowman|Genoese Crossbowman
qstr_Genoese_Crossbowmen|Genoese Crossbowmen
qstr_Varangian_Guard|Varangian Guard
qstr_Varangian_Guards|Varangian Guards
qstr_Scottish_Highlander|Scottish Highlander
qstr_Scottish_Highlanders|Scottish Highlanders
qstr_Bohemian_Rytir|Bohemian Rytir
qstr_Bohemian_Rytirs|Bohemian Rytirs
qstr_Danish_Axeman|Danish Axeman
qstr_Danish_Axemen|Danish Axemen
qstr_Gallóglach|Gallóglach
qstr_Gallóglaigh|Gallóglaigh
qstr_Light_Cavalryman|Light Cavalryman
qstr_Light_Cavalrymen|Light Cavalrymen
qstr_Paroikoi|Paroikoi
qstr_Acontistae|Acontistae
qstr_Peltastae|Peltastae
qstr_Acritae|Acritae
qstr_Toxotae|Toxotae
qstr_Mourtati|Mourtati
qstr_Polites|Polites
qstr_Contarati|Contarati
qstr_Scoutati_Spearman|Scoutati Spearman
qstr_Scoutati_Spearmen|Scoutati Spearmen
qstr_Veteran_Scoutati_Spe|Veteran Scoutati Spearman
qstr_Scoutati_Swordsman|Scoutati Swordsman
qstr_Scoutati_Swordsmen|Scoutati Swordsmen
qstr_Hoplitae|Hoplitae
qstr_Trapezitae|Trapezitae
qstr_Cavalarii|Cavalarii
qstr_Stratiotae|Stratiotae
qstr_Cataphractoi|Cataphractoi
qstr_Agricola|Agricola
qstr_Agricolae|Agricolae
qstr_Cives|Cives
qstr_Civitas|Civitas
qstr_Iaculator_de_Retroba|Iaculator de Retrobannum
qstr_Iaculatores_de_Retro|Iaculatores de Retrobannum
qstr_Sagittarius_de_Retro|Sagittarius de Retrobannum
qstr_Sagittari_de_Retroba|Sagittari de Retrobannum
qstr_Sagittarius_Masnadie|Sagittarius Masnadieri
qstr_Sagittari_Masnadieri|Sagittari Masnadieri
qstr_Pedes_de_Retrobannum|Pedes de Retrobannum
qstr_Pedess_de_Retrobannu|Pedess de Retrobannum
qstr_Pedes_Masnadieri|Pedes Masnadieri
qstr_Pedess_Masnadieri|Pedess Masnadieri
qstr_Pedes_Serviens|Pedes Serviens
qstr_Pedess_Serviens|Pedess Serviens
qstr_Hastatus_de_Plebis|Hastatus de Plebis
qstr_Hastati_de_Plebis|Hastati de Plebis
qstr_Pedes_de_Plebis|Pedes de Plebis
qstr_Pedess_de_Plebis|Pedess de Plebis
qstr_Hastatus_de_Communia|Hastatus de Communia
qstr_Hastati_de_Communia|Hastati de Communia
qstr_Hastatus_de_Fraterni|Hastatus de Fraternitas
qstr_Hastati_de_Fraternit|Hastati de Fraternitas
qstr_Pedes_de_Communia|Pedes de Communia
qstr_Pedess_de_Communia|Pedess de Communia
qstr_Pedes_de_Fraternitas|Pedes de Fraternitas
qstr_Pedess_de_Fraternita|Pedess de Fraternitas
qstr_Sagittarius_de_Plebi|Sagittarius de Plebis
qstr_Sagittari_de_Plebis|Sagittari de Plebis
qstr_Balistarius_de_Commu|Balistarius de Communia
qstr_Balistari_de_Communi|Balistari de Communia 
qstr_Balistarius_de_Frate|Balistarius de Fraternitas
qstr_Balistari_de_Fratern|Balistari de Fraternitas
qstr_Servien_Equites|Servien Equites
qstr_Servientes_Equites|Servientes Equites
qstr_Homine_Ad_Arma|Homine Ad Arma
qstr_Homines_Ad_Arma|Homines Ad Arma
qstr_Scutifer|Scutifer
qstr_Scutiferi|Scutiferi
qstr_Miles|Miles
qstr_Milites|Milites
qstr_Awamm_Dehat|Awamm Dehat
qstr_Hillmen_Footman|Hillmen Footman
qstr_Hillmen_Footmen|Hillmen Footmen
qstr_Thagri_Footman|Thagri Footman
qstr_Thagri_Footmen|Thagri Footmen
qstr_Thagri_Spearman|Thagri Spearman
qstr_Thagri_Spearmen|Thagri Spearmen
qstr_Hillmen_Archer|Hillmen Archer
qstr_Hillmen_Archers|Hillmen Archers
qstr_Thagri_Archer|Thagri Archer
qstr_Thagri_Archers|Thagri Archers
qstr_Hillmen_Crossbowman|Hillmen Crossbowman
qstr_Hillmen_Crossbowmen|Hillmen Crossbowmen
qstr_Thagri_Crossbowman|Thagri Crossbowman
qstr_Thagri_Crossbowmen|Thagri Crossbowmen
qstr_Awamm_Medina|Awamm Medina
qstr_Husud_Footman|Husud Footman
qstr_Husud_Footmen|Husud Footmen
qstr_Jundi_Mutadawwan_Inf|Jundi Mutadawwan Infantry
qstr_Murtaziqa_Infantry|Murtaziqa Infantry
qstr_Husud_Spearman|Husud Spearman
qstr_Husud_Spearmen|Husud Spearmen
qstr_Jundi_Spearman|Jundi Spearman
qstr_Jundi_Spearmen|Jundi Spearmen
qstr_Murtaziqa_Spearman|Murtaziqa Spearman
qstr_Murtaziqa_Spearmen|Murtaziqa Spearmen
qstr_Husud_Crossbowman|Husud Crossbowman
qstr_Husud_Crossbowmen|Husud Crossbowmen
qstr_Jundi_Crossbowman|Jundi Crossbowman
qstr_Jundi_Crossbowmen|Jundi Crossbowmen
qstr_Murtaziqa_Crossbowma|Murtaziqa Crossbowman
qstr_Murtaziqa_Crossbowme|Murtaziqa Crossbowmen
qstr_Andalusian_Light_Hor|Andalusian Light Horseman
qstr_Andalusian_Light_Hors|Andalusian Light Horsemen
qstr_Andalusian_Horseman|Andalusian Horseman
qstr_Andalusian_Horsemen|Andalusian Horsemen
qstr_Andalusian_Heavy_Hor|Andalusian Heavy Horseman
qstr_Andalusian_Heavy_Hors|Andalusian Heavy Horsemen
qstr_Andalusian_Knight|Andalusian Knight
qstr_Andalusian_Knights|Andalusian Knights
qstr_Gairmsluaigh_Levy|Gairmsluaigh Levy
qstr_Ceithernach_Infantry|Ceithernach Infantry
qstr_Ceithern_Tigh_Infant|Ceithern Tigh Infantry
qstr_Cliathaire_Infantry|Cliathaire Infantry
qstr_Ceithern_Tigh_Hastat|Ceithern Tigh Hastatus
qstr_Ceithern_Tigh_Hastati|Ceithern Tigh Hastati
qstr_Cliathairse_Hastatus|Cliathairse Hastatus
qstr_Cliathairse_Hastati|Cliathairse Hastati
qstr_Ceithernach_Boghadai|Ceithernach Boghadair
qstr_Ceithern_Tigh_Boghad|Ceithern Tigh Boghadair
qstr_Sgiathadair_Ritire|Sgiathadair Ritire
qstr_Sgiathadairi_Ritire|Sgiathadairi Ritire
qstr_Ceithernach_Ritire|Ceithernach Ritire
qstr_Teaglach_Ritire|Teaglach Ritire
qstr_Lucht_Tighe_Ritire|Lucht Tighe Ritire
qstr_Paroikos_Anatolikon|Paroikos Anatolikon
qstr_Paroikoi_Anatolikon|Paroikoi Anatolikon
qstr_Polites_Anatolikon|Polites Anatolikon
qstr_Politi_Anatolikon|Politi Anatolikon
qstr_Hai_Ramik_Nizagamart|Hai Ramik Nizagamartik †
qstr_Hayasdan_Ramik_Nizag|Hayasdan Ramik Nizagamartik
qstr_Hai_Vahani_Bernakir_|Hai Vahani-Bernakir Nizagamartik †
qstr_Hayasdan_Vahani_Bern|Hayasdan Vahani-Bernakir Nizagamartik
qstr_Hai_Krtser_Azat_Niza|Hai Krtser-Azat Nizagamartik †
qstr_Hayasdan_Krtser_Azat|Hayasdan Krtser-Azat Nizagamartik
qstr_Hai_Ramik_Netadzik_�|Hai Ramik Netadzik †
qstr_Hayasdan_Ramik_Netad|Hayasdan Ramik Netadzik
qstr_Hai_Vahani_Bernakir_N|Hai Vahani-Bernakir Netadzik †
qstr_Hayasdan_Vahani_Berna|Hayasdan Vahani-Bernakir Netadzik
qstr_Hai_Krtser_Azat_Neta|Hai Krtser-Azat Netadzik †
qstr_Hayasdan_Krtser_Azat_|Hayasdan Krtser-Azat Netadzik
qstr_Fata_Infantry|Fata Infantry
qstr_Fityan_Infantry|Fityan Infantry
qstr_Igdish_Infantry|Igdish Infantry
qstr_Jira_Khvar_Infantry|Jira Khvar Infantry
qstr_Ghazi_Infantry|Ghazi Infantry
qstr_Ghuzat_Infantry|Ghuzat Infantry
qstr_Jabaliyyun_Archer|Jabaliyyun Archer
qstr_Jabaliyyun_Archers|Jabaliyyun Archers
qstr_Jira_Khvar_Crossbowm|Jira Khvar Crossbowman
qstr_Jira_Khvar_Crossbowme|Jira Khvar Crossbowmen
qstr_Mourtatoi_Anatolikon|Mourtatoi Anatolikon Cavallarii
qstr_Mourtatos_Anatolikon|Mourtatos Anatolikon Cavallarii
qstr_Jira_Khvar_Faris|Jira Khvar Faris
qstr_Havashi_Khayl|Havashi Khayl
qstr_Ghulam_Al_Jandar|Ghulam Al-Jandar
qstr_Hai_Ramikspas_Ayrudz|Hai Ramikspas Ayrudzi
qstr_Hayasdan_Ramikspas_A|Hayasdan Ramikspas Ayrudzi
qstr_Hai_Azatugund_Ayrudz|Hai Azatugund Ayrudzi
qstr_Hayasdan_Azatugund_A|Hayasdan Azatugund Ayrudzi
qstr_Hai_Aspet|Hai Aspet
qstr_Hayasdan_Aspet|Hayasdan Aspet
qstr_Nativi_Pedes|Nativi Pedes
qstr_Servitium_Forensicum|Servitium Forensicum Sagittarius
qstr_Servitium_Forensicum_|Servitium Forensicum Sagittari
qstr_Servitium_Forensicum_H|Servitium Forensicum Hastatus
