qstr_{reg61}.0{reg62}|{reg61}.0{reg62}
qstr_^Wage_debt:___{reg6}|^Wage debt:  -{reg6}
qstr_^Religious/cultural_|^Religious/cultural clashes:  -{reg6}
qstr_is_traveling_to|is traveling to
qstr_{s4}_{s8}_to_{s5}|{s4} {s8} to {s5}
qstr_Awaiting_your_arriva|Awaiting your arrival
qstr_{s4}___{s8}_in_{s5}_|{s4} - {s8} in {s5} tavern
qstr_is_awaiting_your_mes|is awaiting your messenger in
qstr_Appoint_next_marshal|Appoint next marshal
qstr_Award_{s12}_as_fief|Award {s12} as fief
qstr_No_one|No one
qstr_Selected_faction_is:|Selected faction is: {s10}^^{s9}
qstr_You_are_currently_re|You are currently reading {s8}.
qstr_You_are_not_reading_|You are not reading any books.
qstr_none|none
qstr_{s5}_and_{s6}|{s5} and {s6}
qstr_Your_estates_are:_{s|Your estates are: {s8}.^{s9}
qstr_Current_party_size_l|Current party size limit is {reg5}.^Current party size modifiers are:^^Base size:  +30^Leadership: {s2}{reg1}^Charisma: {s3}{reg2}^Renown: {s4}{reg3}^TOTAL:  {reg5}
qstr_Loyal|Loyal
qstr_Devoted|Devoted
qstr_Fond|Fond
qstr_Gracious|Gracious
qstr_Friendly|Friendly
qstr_Supportive|Supportive
qstr_Favorable|Favorable
qstr_Cooperative|Cooperative
qstr_Accepting|Accepting
qstr_Indifferent|Indifferent
qstr_Suspicious|Suspicious
qstr_Grumbling|Grumbling
qstr_Hostile|Hostile
qstr_Resentful|Resentful
qstr_Angry|Angry
qstr_Hateful|Hateful
qstr_Revengeful|Revengeful
qstr_Vengeful|Vengeful
qstr_Your_relation_with_t|Your relation with the factions are:^{s2}
qstr_Player_renown_is_inc|Player renown is increased by 100. 
qstr_Player_honor_is_incr|Player honor is increased by 1 and it is now {reg7}.
qstr_{reg1}_{s1}_{reg2?ac|{reg1} {s1} {reg2?accept:accepts} the offer.
qstr_No_one_accepts_the_o|No one accepts the offer.
qstr_You_start_reading_{s|You start reading {s2}. After a few pages, you feel you could learn a lot from this book. You decide to keep it close by and read whenever you have the time.
qstr_You_flip_through_the|You flip through the pages of {s2}, but you find the text confusing and difficult to follow. Try as you might, it soon gives you a headache, and you're forced to give up the attempt.
qstr_Villagers|Villagers
qstr_You_have_encountered|You have encountered {s1}.
qstr_You_have_engaged_{s1|You have engaged {s1} while they were raiding {s3}.
qstr_You_were_caught_by_{|You were caught by {s1} while your forces were raiding {s3}.
qstr____DEBUG____calling_|---DEBUG--- calling total victory from simple encounter
qstr_You_were_victorious!|You were victorious!
qstr_Battle_was_lost._You|Battle was lost. Your forces were utterly crushed.
qstr_Your_companions_carr|Your companions carry you away from the fighting.
qstr_You_have_defeated_th|You have defeated the enemy.
qstr_You_have_retreated_f|You have retreated from the fight.
qstr_^^Ally_Casualties:{s|^^Ally Casualties:{s0}
qstr_{s1}_of_{s3}_managed|{s1} of {s3} managed to escape.
qstr_wtf_return?|wtf return?
qstr_Some_of_your_tendons|Some of your tendons have been damaged in the battle. You lose 1 strength.
qstr_You_took_a_nasty_wou|You took a nasty wound which will cause you to limp slightly even after it heals. You lose 1 agility.
qstr_You_have_trouble_thi|You have trouble thinking straight after the battle, perhaps from a particularly hard hit to your head, and frequent headaches now plague your existence. Your intelligence is reduced by 1.
qstr_Perhaps_I_m_getting_|Perhaps I'm getting unlucky...
qstr_Retirement_is_starti|Retirement is starting to sound better and better.
qstr_No_matter!_I_will_pe|No matter! I will persevere!
qstr_What_did_I_do_to_des|What did I do to deserve this?
qstr_I_suppose_it_ll_make|I suppose it'll make for a good story, at least...
qstr____DEBUG____calling_t|---DEBUG--- calling total victory
qstr_{s9}_wants_you_to_fo|{s9} wants you to follow his army until further notice.
qstr_{s8}_of_{s9}|{s8} of {s9}
qstr__Your_own_banner_fli| Your own banner flies over the castle gate.
qstr__You_see_the_banner_| You see the banner of {s7} over the castle gate.
qstr__Your_own_banner_flie| Your own banner flies over the town gates.
qstr__You_see_the_banner_o| You see the banner of {s7} over the town gates.
qstr_The_{reg6?town_s:cas|The {reg6?town's:castle's} food stores should last for {reg3} more days.
qstr_The_{reg6?town_s:cast|The {reg6?town's:castle's} food stores have run out and the defenders are starving.
qstr_You_re_preparing_to_|You're preparing to attack the walls, the work should finish in {reg9} hours.
qstr_Your_forces_are_buil|Your forces are building a siege tower. They estimate another {reg9} hours to complete the build.
qstr_You_are_ready_to_att|You are ready to attack the walls at any time.
qstr_The_siege_tower_is_b|The siege tower is built and ready to make an assault.
qstr_As_a_last_defensive_|As a last defensive effort, you retreat to the main hall of the keep. You and your remaining soldiers will put up a desperate fight here. If you are defeated, there's no other place to fall back to.
qstr_You_ve_been_driven_a|You've been driven away from the walls. Now the attackers are pouring into the streets. IF you can defeat them, you can perhaps turn the tide and save the day.
qstr_You_ve_breached_the_|You've breached the town walls, but the stubborn defenders continue to resist you in the streets! You'll have to deal with them before you can attack the keep at the heart of the town.
qstr_The_town_centre_is_y|The town centre is yours, but the remaining defenders have retreated to the castle. It must fall before you can complete your victory.
qstr_The_remaining_defend|The remaining defenders have retreated to the castle as a last defense. You must go in and crush any remaining resistance.
qstr_However_since_you_ar|However, since you are not a sworn {man/follower} of {s9}, there is no chance he would recognize you as the {lord/lady} of this {reg8?town:castle}.
qstr_The_enemy_has_been_f|The enemy has been forced to retreat. The assault is over, but the siege continues.
qstr_As_you_approach_you_|As you approach, you are spotted by the castle guards, who welcome you and open the gates for their {king/queen}.
qstr_As_you_approach_you_a|As you approach, you are spotted by the castle guards, who welcome you and open the gates for their {lord/lady}.
qstr__This_village_and_th| This village and the surrounding lands belong to you.
qstr__You_remember_that_t| You remember that this village and the surrounding lands belong to {s7}.
qstr__These_lands_belong_| These lands belong to no one.
qstr__The_village_is_infe| The village is infested by {reg8} {s35}.
qstr__The_peasants_hired_| The peasants hired mercenaries and are rebelling against you.
qstr__The_village_has_bee| The village has been looted. A handful of souls scatter as you pass through the burnt out houses.
qstr__The_village_is_bein| The village is being raided.
qstr_No_one_here_seems_to|No one here seems to be willing to join your party.
qstr_One_{s3}_volunteers_|One {s3} volunteers to follow you.
qstr_{reg5}_{s3}_voluntee|{reg5} {s3} volunteer to follow you.
qstr_Try_as_you_might_you|Try as you might, you could not defeat the bandits. Infuriated, they raze the village to the ground to punish the peasants, and then leave the burning wasteland behind to find greener pastures to plunder.
qstr_village|village
qstr_town|town
qstr_castle|castle
qstr_The_{s17}_has_no_imp|The {s17} has no improvements.
qstr_The_{s17}_has_the_fo|The {s17} has the following improvements:{s18}.
qstr_The_assasins_beat_yo|The assasins beat you down and leave you for dead. .
qstr_You_have_fallen._The|You have fallen. The bandits quickly search your body for every coin they can find, then vanish into the night. They have left you alive, if only barely.
qstr_Luckily_some_of_your|Luckily some of your companions come to search for you when you do not return, and find you lying by the side of the road. They hurry you to safety and dress your wounds.
qstr_Luckily_some_passing|Luckily some passing townspeople find you lying by the side of the road, and recognise you as something other than a simple beggar. They carry you to the nearest inn and dress your wounds.
qstr_You_fail_to_steal_an|You fail to steal any cattle.
qstr_You_drive_away_{reg1|You drive away {reg17} {reg12?heads:head} of cattle from the village's herd.
qstr_You_are_at_{s2}.|You are at {s2}.
qstr__This_castle_has_no_| This castle has no garrison.
qstr__This_town_has_no_ga| This town has no garrison.
qstr__You_have_successful| You have successfully sneaked in.
qstr_{s13}_A_tournament_w|{s13} A tournament will be held here soon.
qstr_ransom_broker_presen|ransom broker present entry point: {reg20}.
qstr___{reg1}_denars_per_| ({reg1} denars per night)
qstr_Moreover_you_earn_{r|Moreover, you earn {reg8} denars from the clever bets you placed on yourself...
qstr_Victory_is_yours!_Yo|Victory is yours! You have won this melee, but now you must prepare yourself for the next round. 
qstr_You_have_been_bested|You have been bested in this melee, but the master of ceremonies declares a recognition of your skill and bravery, allowing you to take part in the next round. 
qstr_You_were_beaten._The|You were beaten. The peasants are heartened by their success, but the lesson you wanted to teach them probably didn't get through...
qstr_After_beating_your_l|After beating your last opponent, you explain to the peasants how to better defend themselves against such an attack. Hopefully they'll take the experience on board and will be prepared next time.
qstr_The_bandits_are_brok|The bandits are broken! Those few who remain alive and conscious run off with their tails between their legs, terrified of the peasants and their new champion.
qstr_{s1}_s_Ship|{s1}'s Ship
qstr_{s1}_have_sold_{reg1|{s1} have sold {reg1} {reg3?items:item} and you gained {reg2} {reg4?denars:denar}.
qstr_You_have_bought_{reg|You have bought {reg2} {reg4?kinds:kind} of food and lost {reg1} {reg3?denars:denar}.
qstr_However_{reg3?You_ar|However, {reg3?You are:{s1} is} unable to find any trade goods that would bring a profit.
qstr_^Buying_{s4}_here_an|^Buying {s4} here and selling it at {s5} would bring a profit of {reg6} denars per item.{s3}
qstr_{reg3?You_find:{s1}_|{reg3?You find:{s1} finds} out the following:^{s3}
qstr_{s2}^{reg1}_{s1}_ear|{s2}^{reg1} {s1} earned {reg0} experience.
qstr_{s2}^{s1}_earned_an_|{s2}^{s1} earned an additional {reg0} experience.
qstr_^You_earned_{reg0}_e|^You earned {reg0} experience.{s2}
qstr_The_training_didn_t_|The training didn't go well at all.
qstr_The_training_didn_t_g|The training didn't go very well.
qstr_The_training_went_qu|The training went quite well.
qstr_The_training_went_ve|The training went very well.
qstr_The_training_went_pe|The training went perfectly.
qstr_{s13}_asked_you_to_r|{s13} asked you to report to him with at least {reg13} troops.
qstr_{s13}_ordered_you_to|{s13} ordered you to join the assault against {s14}.
qstr_Find_and_speak_with_|Find and speak with {s3} of {s4} to give him your oath of homage.
qstr_There_has_been_an_al|There has been an alleged border incident: {s9}
qstr_^^Note_that_so_long_|^^Note that so long as you remain marshal, the lords of the realm will be expecting you to lead them on campaign. So, if you are awaiting a feast, either for a wedding or for other purposes, you may wish to resign the marshalship by speaking to your liege.
qstr_You_came_by_caravan_|You came by caravan through the heartland of Europe. Green shoots of wheat, barley and oats are beginning to push through the dark soil of the rolling hills, and on the lower slopes of the snowcapped mountains, herds of cattle and sheep are grazing on the spring grass. Occasionally, too, you catch sight of one of the great warhorses that are the pride of the Swadian nobility. The land here is rich -- but also troubled, as the occasional burnt-out farm bears witness. You keep a wide berth of the forests, where desperate men have taken refuge, and it is some relief when you crest a ridge and catch sight of the great city of {s1}, its rooftops made golden by the last rays of the setting sun.
qstr_unknown_faction_in_m|unknown faction in module game menus start phase 4!
qstr_Try_as_you_might_you_|Try as you might, you could not defeat the rebelling village.
qstr_positive|positive
qstr_negative|negative
qstr_relation:_{reg0}|relation: {reg0}
qstr_Breaking_camp...|Breaking camp...
qstr_Your_men_are_not_hap|Your men are not happy with the composition of your party!
qstr____DEBUG____City_{s2|---DEBUG--- City {s21} suffering attrition - {reg21} - wealth {reg22}
qstr_Your_party_is_spotte|Your party is spotted by {s1}.
qstr_Party_has_nothing_to|Party has nothing to eat!
qstr_{reg1}_{s1}_{reg2?ha|{reg1} {s1} {reg2?have:has} escaped from your party during the night.
qstr_{s1}_of_{s3}_has_bee|{s1} of {s3} has been released from captivity.
qstr_Building_of_{s0}_in_|Building of {s0} in {s4} has been completed.
qstr_{s1}_has_won_the_tou|{s1} has won the tournament at {s2}.
qstr_{s1}_is_no_longer_in|{s1} is no longer infested by bandits (at night).
qstr_You_pay_for_accommod|You pay for accommodation.
qstr_Betrothal_to_{s5}_ex|Betrothal to {s5} expires
qstr__Your_tactics_skill_| Your tactics skill has increased by 1.
qstr__Your_persuasion_ski| Your persuasion skill has increased by 1.
qstr__Your_leadership_ski| Your leadership skill has increased by 1.
qstr__Your_intelligence_h| Your intelligence has increased by 1.
qstr__Your_trade_skill_ha| Your trade skill has increased by 1.
qstr__Your_weapon_master_| Your weapon master skill has increased by 1.
qstr__Your_engineer_skill| Your engineer skill has increased by 1.
qstr_You_have_finished_re|You have finished reading {s1}.{s2}
qstr_Book_Read|Book Read
qstr_{s1}_is_scouted.|{s1} is scouted.
qstr_{s1}_has_switched_fr|{s1} has switched from {s2} to {s3}.
qstr_Your_party_is_low_on|Your party is low on food, less than 48 hours of food remaining
qstr_Converting_parties_t|Converting parties to faction templates.
qstr_{s13}_has_been_taken|{s13} has been taken by the enemy and your recruiter who was commissioned to recruit {reg10} recruits vanished  without a trace!
qstr_ERROR_IN_THE_RECRUIT|ERROR IN THE RECRUITER KIT SIMPLE TRIGGERS!
qstr_A_recruiter_has_brou|A recruiter has brought {reg10} recruits to {s13}.
qstr_Distance_between_{s1|Distance between {s14} and {s15}: {reg0}
qstr_Your_caravan_has_bro|Your caravan has brought {s12} to {s13}.
qstr_Your_caravan_has_los|Your caravan has lost it's way and gave up your mission!
qstr_Your_messenger_reach|Your messenger reached {s13}.
qstr_{s14}|{s14}
qstr_Your_messenger_has_l|Your messenger has lost it's way and gave up your mission!
qstr_Not_enough_money_in_|Not enough money in treasury to upgrade troops.
qstr_Your_constable_upgra|Your constable upgraded {reg5} {s6} to {s7} in {s8}
qstr_Your_messenger_has_d|Your messenger has delivered his message to {s26} and is on his way back to {s25}
qstr_{s26}_has_arrived_in|{s26} has arrived in {s25} and is awaiting you there.
qstr_grabbing_{s22}|grabbing {s22}
qstr_relocating_{s22}_dis|relocating {s22} distance {reg20}
qstr_prepare_for_battle__|prepare for battle - start encounter
qstr_{reg65?my_Lady:my_Lo|{reg65?my Lady:my Lord}
qstr_{reg65?My_Lady:My_Lo|{reg65?My Lady:My Lord}
qstr_{reg65?madame:sir}|{reg65?madame:sir}
qstr_{reg65?Madame:Sir}|{reg65?Madame:Sir}
qstr__no_fiefs_|(no fiefs)
qstr__fiefs:_{s0}_|(fiefs: {s0})
qstr_It_s_your_money_or_y|It's your money or your life, {mate/girlie}. No sudden moves or we'll run you through.
qstr_Lucky_for_you_you_ca|Lucky for you, you caught me in a good mood. Give us all your coin and I might just let you live.
qstr_This_a_robbery_eh?_I|This a robbery, eh? I givin' you one chance to hand over everythin' you got, or me and my mates'll kill you. Understand?
qstr_we_have_made_very_li|we have made very little progress so far
qstr_we_have_suceeded_in_|we have suceeded in gaining some ground, but we still have a long way to go
qstr_we_have_become_a_sig|we have become a significant force, and we have an even chance of victory
qstr_we_are_winning_the_w|we are winning the war, but our enemies are still holding on.
qstr_we_are_on_the_verge_|we are on the verge of victory. The remaining enemies pose no threat, but we still need to hunt them down.
qstr_According__to_the_re|According  to the report of our spies
qstr_{s10}_{reg3}_lords_s|{s10} {reg3} lords support {s9}.
qstr_Sorry_currently_I_ca|Sorry, currently I can't provide any information about the lords mood, our spies haven't reported back yet.
qstr_{s11}_and_{s12}|{s11} and {s12}
qstr_We_are_not_at_war_wi|We are not at war with anyone.
qstr_We_are_at_war_with_{|We are at war with {s12}.
qstr_Our_kingdom_currentl|Our kingdom currently has {reg2} soldiers
qstr_{s6}_garrisoned_in_{|{s6} garrisoned in {reg2} towns
qstr_{s6}_and_{reg2}_cast|{s6} and {reg2} castles.
qstr_{s6}_In_addition_we_|{s6} In addition we have {reg2} soldiers in the field.
qstr_We_currently_have_{r|We currently have {reg2} soldiers
qstr_{s6}_In_addition_you|{s6} In addition you have {reg2} soldiers in your convoy and {reg3} soldiers in patrols.
qstr_{s52}_{reg2}_{s53}.|{s52} {reg2} {s53}.
qstr_He_fields_{reg2}_sol|He fields {reg2} soldiers.
qstr_We_currently_have_{re|We currently have {reg2} soldiers garrisoned in {s60}.
qstr_You_are_preferring_m|You are preferring melee units.
qstr_You_are_preferring_r|You are preferring ranged units.
qstr_Anatolian|Anatolian
qstr_Andalusian|Andalusian
qstr_Baltic|Baltic
qstr_Scandinavian|Scandinavian
qstr_Eastern_European|Eastern European
qstr_Mongol|Mongol
qstr_European|European
qstr_Gaelic|Gaelic
qstr_Latin|Latin
qstr_North_African|North African
qstr_Mamluk|Mamluk
qstr_Crusader|Crusader
qstr_Teutonic|Teutonic
qstr_Byzantine|Byzantine
qstr_villages|villages
qstr_towns|towns
qstr_castles|castles
qstr_We_currently_have_an|We currently have an income of {reg0} denars and costs of {reg1} denars from fiefs and garrions.
qstr_{s6}_We_are_losing_{|{s6} We are losing {reg0} denars due to tax inefficiency. That means {reg1} percent.
qstr_{s6}_Overall_this_su|{s6} Overall this sums up to {reg0} denars.
qstr_{reg0}_denars|{reg0} denars
qstr_no|no
qstr_{s60}_is_currently_o|{s60} is currently occupied by outlaws you should counter them as soon as possible.
qstr__We_are_expecting_{r| We are expecting {reg0} denars for rents
qstr__The_troop_wages_for| The troop wages for {reg0} troops cost us {reg1} denars.
qstr_{s61}_and_{reg0}_den|{s61} and {reg0} denars for tariffs
qstr_Well_{s60}.|Well, {s60}.
qstr_{s4}_{s3}._The_tax_r|{s4} {s3}. The tax rate is {s50}.{s59}{s61}. Overall this sums up to {s62} denars.
qstr_Tax_rate_for_{s6}:_{|Tax rate for {s6}: {s11}
qstr_{playername}_when_we|{playername}, when we started our long walk, few people had the courage to support me. And fewer still would be willing to put their lives at risk for my cause. But you didn't hesitate for a moment in throwing yourself at my enemies. We have gone through a lot together, and there were times I came close to losing all hope. But with God's help, we prevailed. It is now time for me to leave your company and take what's rightfully mine. From now on, I will carry out the great responsibility of ruling {s3}. There still lie many challanges ahead and I count on your help in overcoming those. And of course, you will always remain as my foremost vassal.
qstr__We_will_of_course_n| We will of course need to wait until the realm is no longer on campaign.
qstr_I_am_{s4}_the_ruler_|I am {s4}, the ruler of {s6}
qstr_I_am_{s4}_a_vassal_o|I am {s4}, a vassal of {s6}
qstr_{s9}{reg5?_and_the_l|{s9}{reg5? and the lord of {s8}.:.
qstr_{s13}_asked_you_to_g|{s13} asked you to gather {reg3} heads of cattle and deliver them back to him.
qstr_{s9}_asked_you_to_sc|{s9} asked you to scout {s13}, {s14} and {s15}, then report back.
qstr_You_are_challenging_|You are challenging me to a duel? How droll! As you wish, {playername}, it will be good sport to bash your head in.
qstr_{s16}_and_{s17}|{s16} and {s17}
qstr_Very_well_I_will_acc|Very well, I will accept you back into my ranks, if you're ready to swear your solemn oath once more.
qstr_A_pardon_will_only_b|A pardon will only be possible if you are willing to cede {s17} to me. Do you agree my terms?
qstr_No._There_is_no_chan|No. There is no chance of peace between us, I am not interested.
qstr_Our_marshal_{s1}|Our marshal, {s1}
qstr_go_on_the_offensive_|go on the offensive now.
qstr_act_to_defend_our_la|act to defend our lands.
qstr_take_more_time_to_ga|take more time to gather the army.
qstr_You_promised_to_help|You promised to help {s13} claim the throne of {s14}.
qstr_What_do_you_say_to_e|What do you say to entering the service of {s9} as a mercenary captain? I have no doubt that you would be up to the task.
qstr_{s9}_asked_you_to_ta|{s9} asked you to take a message to {s13}. {s13} was believed to be at {s4} when you were given this quest.
qstr_{s9}_asked_you_to_tak|{s9} asked you to take a message to {s13} of {s15}. {s13} was believed to be at {s4} when you were given this quest.
qstr_{s11}_asked_you_to_e|{s11} asked you to escort his {s17} {s13} to {s14}.
qstr_{s13}_asked_you_to_d|{s13} asked you to deal with the bandits who are occupying the village of {s15} and then report back to him.
qstr_{s9}_asked_you_to_ra|{s9} asked you to raise {reg1} {s14} and bring them to him.
qstr_{s9}_asked_you_to_co|{s9} asked you to collect taxes from {s3}. He offered to leave you one-fifth of all the money you collect there.
qstr_{s9}_asked_you_to_hu|{s9} asked you to hunt down a fugitive named {s4}. He is currently believed to be at {s3}.
qstr_{s9}_asked_you_to_as|{s9} asked you to assassinate a local merchant at {s3}.
qstr_{s9}_has_asked_you_t|{s9} has asked you to meet with a spy in {s13}.
qstr_{s11}_asked_you_to_f|{s11} asked you to follow the spy that will leave {s12}. Be careful not to let the spy see you on the way, or he may get suspicious and turn back. Once the spy meets with his accomplice, you are to capture them and bring them back to {s11}.
qstr_{s11}_asked_you_to_c|{s11} asked you to capture a lord from {s13}, any lord, and then drag your victim back to {s11} for safekeeping.
qstr_{s9}_asked_you_to_le|{s9} asked you to lend your companion {s3} to him for a week.
qstr_{s9}_asked_you_to_col|{s9} asked you to collect the debt of {reg4} denars {s3} owes to him. {s3} was at {s4} when you were given this quest.
qstr_{s11}_gave_you_a_fak|{s11} gave you a fake letter to fool {s13} into banishing his vassal {s16}. You are to go near {s14}, give the letter to one of your {s15} and send him into the town as a messenger, believing his orders to be genuine.
qstr_{s9}_has_requested_y|{s9} has requested you to bring him {reg1} {s3} as prisoners.
qstr_Lend_your_experience|Lend your experienced surgeon {s3} to {s1}.
qstr_Then_take_it_with_my|Then take it, with my eternal thanks. You are a noble {man/woman}. I will never forget that you helped me in my time of need.
qstr_Forgive_me_{playerna|Forgive me, {playername}, but I must insist you accept it. The money means little to me, and I owe you so much. Here, take it, and let us speak no more of this.
qstr_{playername}_what_a_|{playername}, what a dear {man/woman} you are, but I will not allow you to refuse this. I owe you far more than I can say, and I am sure you can put this money to far better use than I.
qstr_{s11}_asked_you_to_r|{s11} asked you to rescue her {s17}, {s13}, from {s14} by switching clothes and taking his place in prison.
qstr_{s11}_asked_you_to_re|{s11} asked you to rescue her {s17}, {s13}, from {s14}.
qstr_{s11}_asked_you_to_d|{s11} asked you to deliver a message to {s13}, who is imprisoned at {s14}.
qstr_You_agreed_to_challe|You agreed to challenge {s13} to defend {s11}'s honour.
qstr_{s5}__Persuasion_str|{s5} (Persuasion strength: {reg5})
qstr_Persuasion_Attempt|Persuasion Attempt
qstr_Your_current_action_|Your current action is disgraceful.
qstr_{s12}_and_{s11}|{s12} and {s11}
qstr_You_can_find_book_me|You can find book merchants at {s11}.
qstr_{s12}_{s11}|{s12}, {s11}
qstr_You_can_find_ransom_|You can find ransom brokers at {s11}.
qstr_A_villager_from_{s7}|A villager from {s7} begged you to save their village from the bandits that took refuge there.
qstr_You_chose_well_{sir/|You chose well, {sir/madam}. My lads know how to keep their word and earn their pay.
qstr_Well_done_{sir/madam|Well done, {sir/madam}. Keep the money and wine coming our way, and there's no foe in Europe you need fear.
qstr_We_are_at_your_servi|We are at your service, {sir/madam}. Point us in the direction of those who need hurting, and we'll do the rest.
qstr_The_Guildmaster_of_{|The Guildmaster of {s13} has asked you to deal with looters in the surrounding countryside.
qstr_{s9}_of_{s3}_asked_y|{s9} of {s3} asked you to deliver {reg5} units of {s6} to the tavern in {s4} in 7 days.
qstr_Escort_the_merchant_|Escort the merchant caravan to the town of {s8}.
qstr_Merchant_{s9}_of_{s4|Merchant {s9} of {s4} asked you to hunt down the troublesome bandits in the vicinity of the town.
qstr_Guildmaster_of_{s4}_|Guildmaster of {s4} gave you {reg12} denars to pay the ransom of a girl kidnapped by bandits. You are to meet the bandits near {s3} and pay them the ransom fee. After that you are to bring the girl back to {s4}.
qstr_Guildmaster_of_{s4}_p|Guildmaster of {s4} promised you {reg12} denars if you can make sure that {s12} and {s13} no longer pose a threat to a peace settlement between {s15} and {s14}. In order to do that, you must either convince them or make sure they fall captive and remain so until a peace agreement is made.
qstr_The_Guildmaster_of_{s|The Guildmaster of {s14} has asked you to deal with a group of bandits terrorising the streets of {s14}. They only come out at night, and only attack lone travellers on the streets.
qstr_Guildmaster_of_{s10}|Guildmaster of {s10} asked you to move a cattle herd to {s13}. You will earn {reg8} denars in return.
qstr_He_is_not_commanding|He is not commanding any men at the moment.
qstr_He_currently_command|He currently commands {reg0} men{reg1?, of which around {reg1} are wounded:}.
qstr_The_elder_of_the_vil|The elder of the village of {s3} asked you to bring them {reg5} packs of grain.
qstr_The_elder_of_the_vill|The elder of the village of {s13} asked you to train {reg5} peasants to fight against local bandits.
qstr_The_elder_of_the_villa|The elder of the village of {s3} asked you to bring them {reg5} heads of cattle.
qstr_{s16}_and_{s15}|{s16} and {s15}
qstr_I_can_smell_a_fat_pu|I can smell a fat purse a mile away. Methinks yours could do with some lightening, eh?
qstr_Why_it_be_another_tr|Why, it be another traveller, chance met upon the road! I should warn you, country here's a mite dangerous for a good {fellow/woman} like you. But for a small donation my boys and I'll make sure you get rightways to your destination, eh?
qstr_Well_well_look_at_th|Well well, look at this! You'd best start coughing up some silver, friend, or me and my boys'll have to break you.
qstr_There_s_a_toll_for_p|There's a toll for passin' through this land, payable to us, so if you don't mind we'll just be collectin' our due from your purse...
qstr_Another_fool_come_to|Another fool come to throw {him/her}self on my weapon, eh? Fine, let's fight!
qstr_We_re_not_afraid_of_|We're not afraid of you, {sirrah/wench}. Time to bust some heads!
qstr_That_was_a_mistake._|That was a mistake. Now I'm going to have to make your death long and painful.
qstr_Brave_words._Let_s_s|Brave words. Let's see you back them up with deeds, cur!
qstr_A_{s5}?_Well..._Yes_|A {s5}? Well... Yes, I suppose it is. What a strange thing to ask.
qstr_Eh?_No_it_most_certa|Eh? No, it most certainly is not a {s5}. I'd start questioning my eyesight if I were you.
qstr_This_is_the_{reg4?to|This is the {reg4?town:village} of {s5}, {sir/madam}.
qstr_{s6}_Our_{reg4?town:|{s6} Our {reg4?town:village} and the surrounding lands belong to you of course, my {lord/lady}.
qstr_{s6}_Our_{reg4?town:v|{s6} Our {reg4?town:village} and the surrounding lands belong to {s7} of {s8}.
qstr_{s3}_and_{s5}|{s3} and {s5}
qstr_{reg20?We_mostly_pro|{reg20?We mostly produce {s5} here:We don't produce much here these days}. If you would like to learn more, you can speak with our {reg4?guildmaster:village elder}. He is nearby, right over there.
