trp_multiplayer_profile_troop_male|联 机 男 性 玩 家 角 色 
trp_caravan_master_pl|商 队 头 领 
trp_kidnapped_girl|被 绑 架 的 女 孩 
trp_kidnapped_girl_pl|被 绑 架 的 女 孩 
trp_town_walker_1|市 民 
trp_town_walker_1_pl|市 民 
trp_town_walker_2|市 民 
trp_town_walker_2_pl|市 民 
trp_khergit_townsman|市 民 
trp_khergit_townsman_pl|市 民 
trp_khergit_townswoman|市 民 
trp_khergit_townswoman_pl|市 民 
trp_sarranid_townsman|市 民 
trp_sarranid_townsman_pl|市 民 
trp_sarranid_townswoman|市 民 
trp_sarranid_townswoman_pl|市 民 
trp_village_walker_1|村 民 
trp_village_walker_1_pl|村 民 
trp_village_walker_2|村 民 
trp_village_walker_2_pl|村 民 
trp_spy_walker_1|市 民 
trp_spy_walker_1_pl|市 民 
trp_spy_walker_2|市 民 
trp_spy_walker_2_pl|市 民 
trp_tournament_master|竞 技 场 老 板 
trp_trainer|教 练 
trp_trainer_pl|教 练 
trp_constable_hareck|治 安 官 哈 瑞 克 
trp_constable_hareck_pl|治 安 官 哈 瑞 克 
trp_ramun_the_slave_trader|奴 隶 贩 子 拉 蒙 
trp_ramun_the_slave_trader_pl|奴 隶 贩 子 拉 蒙 
trp_guide|机 灵 鬼 吉 米 
trp_guide_pl|机 灵 鬼 吉 米 
trp_xerina|谢 瑞 娜 
trp_xerina_pl|谢 瑞 娜 
trp_dranton|德 朗 顿 
trp_dranton_pl|德 朗 顿 
trp_kradus|喀 拉 杜 斯 
trp_kradus_pl|喀 拉 杜 斯 
trp_tutorial_trainer|训 练 场 教 练 
trp_tutorial_trainer_pl|训 练 场 教 练 
trp_galeas|盖 里 斯 
trp_galeas_pl|盖 里 斯 
trp_farmer_from_bandit_village|农 民 
trp_farmer_from_bandit_village_pl|农 民 
trp_trainer_1|教 练 
trp_trainer_1_pl|教 练 
trp_trainer_2|教 练 
trp_trainer_2_pl|教 练 
trp_trainer_3|教 练 
trp_trainer_3_pl|教 练 
trp_trainer_4|教 练 
trp_trainer_4_pl|教 练 
trp_trainer_5|教 练 
trp_trainer_5_pl|教 练 
trp_trainer_6|教 练 
trp_trainer_6_pl|教 练 
trp_trainer_7|教 练 
trp_trainer_7_pl|教 练 
trp_trainer_8|教 练 
trp_trainer_8_pl|教 练 
trp_trainer_9|教 练 
trp_trainer_9_pl|教 练 
trp_trainer_10|教 练 
trp_trainer_10_pl|教 练 
trp_trainer_11|教 练 
trp_trainer_11_pl|教 练 
trp_trainer_12|教 练 
trp_trainer_12_pl|教 练 
trp_trainer_13|教 练 
trp_trainer_13_pl|教 练 
trp_trainer_14|教 练 
trp_trainer_14_pl|教 练 
trp_trainer_15|教 练 
trp_trainer_15_pl|教 练 
trp_trainer_16|教 练 
trp_trainer_16_pl|教 练 
trp_trainer_17|教 练 
trp_trainer_17_pl|教 练 
trp_trainer_18|教 练 
trp_trainer_18_pl|教 练 
trp_ransom_broker_1|赎 金 经 纪 人 
trp_ransom_broker_1_pl|赎 金 经 纪 人 
trp_ransom_broker_2|赎 金 经 纪 人 
trp_ransom_broker_2_pl|赎 金 经 纪 人 
trp_ransom_broker_3|赎 金 经 纪 人 
trp_ransom_broker_3_pl|赎 金 经 纪 人 
trp_ransom_broker_4|赎 金 经 纪 人 
trp_ransom_broker_4_pl|赎 金 经 纪 人 
trp_ransom_broker_5|赎 金 经 纪 人 
trp_ransom_broker_5_pl|赎 金 经 纪 人 
trp_ransom_broker_6|赎 金 经 纪 人 
trp_ransom_broker_6_pl|赎 金 经 纪 人 
trp_ransom_broker_7|赎 金 经 纪 人 
trp_ransom_broker_7_pl|赎 金 经 纪 人 
trp_ransom_broker_8|赎 金 经 纪 人 
trp_ransom_broker_8_pl|赎 金 经 纪 人 
trp_ransom_broker_9|赎 金 经 纪 人 
trp_ransom_broker_9_pl|赎 金 经 纪 人 
trp_ransom_broker_10|赎 金 经 纪 人 
trp_ransom_broker_10_pl|赎 金 经 纪 人 
trp_ransom_broker_11|赎 金 经 纪 人 
trp_ransom_broker_11_pl|赎 金 经 纪 人 
trp_ransom_broker_12|赎 金 经 纪 人 
trp_ransom_broker_12_pl|赎 金 经 纪 人 
trp_ransom_broker_13|赎 金 经 纪 人 
trp_ransom_broker_13_pl|赎 金 经 纪 人 
trp_ransom_broker_14|赎 金 经 纪 人 
trp_ransom_broker_14_pl|赎 金 经 纪 人 
trp_ransom_broker_15|赎 金 经 纪 人 
trp_ransom_broker_15_pl|赎 金 经 纪 人 
trp_ransom_broker_16|赎 金 经 纪 人 
trp_ransom_broker_16_pl|赎 金 经 纪 人 
trp_ransom_broker_17|赎 金 经 纪 人 
trp_ransom_broker_17_pl|赎 金 经 纪 人 
trp_ransom_broker_18|赎 金 经 纪 人 
trp_ransom_broker_18_pl|赎 金 经 纪 人 
trp_ransom_broker_19|赎 金 经 纪 人 
trp_ransom_broker_19_pl|赎 金 经 纪 人 
trp_ransom_broker_20|赎 金 经 纪 人 
trp_ransom_broker_20_pl|赎 金 经 纪 人 
trp_ransom_broker_21|赎 金 经 纪 人 
trp_ransom_broker_21_pl|赎 金 经 纪 人 
trp_ransom_broker_22|赎 金 经 纪 人 
trp_ransom_broker_22_pl|赎 金 经 纪 人 
trp_ransom_broker_23|赎 金 经 纪 人 
trp_ransom_broker_23_pl|赎 金 经 纪 人 
trp_ransom_broker_24|赎 金 经 纪 人 
trp_ransom_broker_24_pl|赎 金 经 纪 人 
trp_ransom_broker_25|赎 金 经 纪 人 
trp_ransom_broker_25_pl|赎 金 经 纪 人 
trp_ransom_broker_26|赎 金 经 纪 人 
trp_ransom_broker_26_pl|赎 金 经 纪 人 
trp_ransom_broker_27|赎 金 经 纪 人 
trp_ransom_broker_27_pl|赎 金 经 纪 人 
trp_ransom_broker_28|赎 金 经 纪 人 
trp_ransom_broker_28_pl|赎 金 经 纪 人 
trp_ransom_broker_29|赎 金 经 纪 人 
trp_ransom_broker_29_pl|赎 金 经 纪 人 
trp_ransom_broker_30|赎 金 经 纪 人 
trp_ransom_broker_30_pl|赎 金 经 纪 人 
trp_ransom_broker_31|赎 金 经 纪 人 
trp_ransom_broker_31_pl|赎 金 经 纪 人 
trp_ransom_broker_32|赎 金 经 纪 人 
trp_ransom_broker_32_pl|赎 金 经 纪 人 
trp_ransom_broker_33|赎 金 经 纪 人 
trp_ransom_broker_33_pl|赎 金 经 纪 人 
trp_ransom_broker_34|赎 金 经 纪 人 
trp_ransom_broker_34_pl|赎 金 经 纪 人 
trp_ransom_broker_35|赎 金 经 纪 人 
trp_ransom_broker_35_pl|赎 金 经 纪 人 
trp_ransom_broker_36|赎 金 经 纪 人 
trp_ransom_broker_36_pl|赎 金 经 纪 人 
trp_ransom_broker_37|赎 金 经 纪 人 
trp_ransom_broker_37_pl|赎 金 经 纪 人 
trp_ransom_broker_38|赎 金 经 纪 人 
trp_ransom_broker_38_pl|赎 金 经 纪 人 
trp_ransom_broker_39|赎 金 经 纪 人 
trp_ransom_broker_39_pl|赎 金 经 纪 人 
trp_ransom_broker_40|赎 金 经 纪 人 
trp_ransom_broker_40_pl|赎 金 经 纪 人 
trp_tavern_traveler_1|旅 行 者 
trp_tavern_traveler_1_pl|旅 行 者 
trp_tavern_traveler_2|旅 行 者 
trp_tavern_traveler_2_pl|旅 行 者 
trp_tavern_traveler_3|旅 行 者 
trp_tavern_traveler_3_pl|旅 行 者 
trp_tavern_traveler_4|旅 行 者 
trp_tavern_traveler_4_pl|旅 行 者 
trp_tavern_traveler_5|旅 行 者 
trp_tavern_traveler_5_pl|旅 行 者 
trp_tavern_traveler_6|旅 行 者 
trp_tavern_traveler_6_pl|旅 行 者 
trp_tavern_traveler_7|旅 行 者 
trp_tavern_traveler_7_pl|旅 行 者 
trp_tavern_traveler_8|旅 行 者 
trp_tavern_traveler_8_pl|旅 行 者 
trp_tavern_traveler_9|旅 行 者 
trp_tavern_traveler_9_pl|旅 行 者 
trp_tavern_traveler_10|旅 行 者 
trp_tavern_traveler_10_pl|旅 行 者 
trp_tavern_traveler_11|旅 行 者 
trp_tavern_traveler_11_pl|旅 行 者 
trp_tavern_traveler_12|旅 行 者 
trp_tavern_traveler_12_pl|旅 行 者 
trp_tavern_traveler_13|旅 行 者 
trp_tavern_traveler_13_pl|旅 行 者 
trp_tavern_traveler_14|旅 行 者 
trp_tavern_traveler_14_pl|旅 行 者 
trp_tavern_traveler_15|旅 行 者 
trp_tavern_traveler_15_pl|旅 行 者 
trp_tavern_traveler_16|旅 行 者 
trp_tavern_traveler_16_pl|旅 行 者 
trp_tavern_traveler_17|旅 行 者 
trp_tavern_traveler_17_pl|旅 行 者 
trp_tavern_traveler_18|旅 行 者 
trp_tavern_traveler_18_pl|旅 行 者 
trp_tavern_traveler_19|旅 行 者 
trp_tavern_traveler_19_pl|旅 行 者 
trp_tavern_traveler_20|旅 行 者 
trp_tavern_traveler_20_pl|旅 行 者 
trp_tavern_traveler_21|旅 行 者 
trp_tavern_traveler_21_pl|旅 行 者 
trp_tavern_traveler_22|旅 行 者 
trp_tavern_traveler_22_pl|旅 行 者 
trp_tavern_traveler_23|旅 行 者 
trp_tavern_traveler_23_pl|旅 行 者 
trp_tavern_traveler_24|旅 行 者 
trp_tavern_traveler_24_pl|旅 行 者 
trp_tavern_traveler_25|旅 行 者 
trp_tavern_traveler_25_pl|旅 行 者 
trp_tavern_traveler_26|旅 行 者 
trp_tavern_traveler_26_pl|旅 行 者 
trp_tavern_traveler_27|旅 行 者 
trp_tavern_traveler_27_pl|旅 行 者 
trp_tavern_traveler_28|旅 行 者 
trp_tavern_traveler_28_pl|旅 行 者 
trp_tavern_traveler_29|旅 行 者 
trp_tavern_traveler_29_pl|旅 行 者 
trp_tavern_traveler_30|旅 行 者 
trp_tavern_traveler_30_pl|旅 行 者 
trp_tavern_bookseller_1|书 籍 商 人 
trp_tavern_bookseller_1_pl|书 籍 商 人 
trp_tavern_bookseller_2|书 籍 商 人 
trp_tavern_bookseller_2_pl|书 籍 商 人 
trp_tavern_minstrel_1|北 地 诗 人 
trp_tavern_minstrel_1_pl|诗 人 
trp_tavern_minstrel_2|吟 游 诗 人 
trp_tavern_minstrel_2_pl|诗 人 
trp_tavern_minstrel_3|宫 廷 诗 人 
trp_tavern_minstrel_3_pl|诗 人 
trp_tavern_minstrel_4|行 吟 诗 人 
trp_tavern_minstrel_4_pl|诗 人 
trp_tavern_minstrel_5|游 牧 诗 人 
trp_tavern_minstrel_5_pl|诗 人 
trp_kingdom_heroes_including_player_begin|kingdom heroes including player begin 
trp_kingdom_heroes_including_player_begin_pl|kingdom heroes including player begin 
trp_npc1|乌 尔 里 希 
trp_npc1_pl|乌 尔 里 希 
trp_npc2|里 吉 基 斯 
trp_npc2_pl|里 吉 基 斯 
trp_npc3|合 丹 
trp_npc3_pl|合 丹 
trp_npc4|雅 各 布 
trp_npc4_pl|雅 各 布 
trp_npc5|博 尔 科 
trp_npc5_pl|博 尔 科 
trp_npc6|约 翰 
trp_npc6_pl|约 翰 
trp_npc7|基 坦 
trp_npc7_pl|基 坦 
trp_npc8|尤 里 
trp_npc8_pl|尤 里 
trp_npc9|西 蒙· 布 鲁 尔 
trp_npc9_pl|西 蒙· 布 鲁 尔 
trp_npc10|让 
trp_npc10_pl|让 
trp_npc11|乔 恩 
trp_npc11_pl|乔 恩 
trp_npc12|威 廉 
trp_npc12_pl|威 廉 
trp_npc13|艾 德 
trp_npc13_pl|艾 德 
trp_npc14|卡 尔 
trp_npc14_pl|卡 尔 
trp_npc15|伊 米 克 
trp_npc15_pl|伊 米 克 
trp_npc16|马 蒂 奥 
trp_npc16_pl|马 蒂 奥 
trp_npc17|豪 梅 
trp_npc17_pl|豪 梅 
trp_npc18|费 尔 南 多 
trp_npc18_pl|费 尔 南 多 
trp_npc20|伊 斯 迈 尔 
trp_npc20_pl|伊 斯 迈 尔 
trp_npc22|阿 历 克 西 奥 斯 
trp_npc22_pl|阿 历 克 西 奥 斯 
trp_npc23|雨 格 
trp_npc23_pl|雨 格 
trp_npc24|代 戈 
trp_npc24_pl|代 戈 
trp_npc25|巴 拉 班 
trp_npc25_pl|巴 拉 班 
trp_npc26|戈 蒂 耶 
trp_npc26_pl|戈 蒂 耶 
trp_npc27|塔 拉 盖 
trp_npc27_pl|塔 拉 盖 
trp_npc28|贾 马 尔 
trp_npc28_pl|贾 马 尔 
trp_npc29|德 拉 格 斯 拉 夫 
trp_npc29_pl|德 拉 格 斯 拉 夫 
trp_npc30|伊 瓦 伊 洛· 巴 尔 多 科 瓦 
trp_npc30_pl|伊 瓦 伊 洛· 巴 尔 多 科 瓦 
trp_npc31|阿 里 
trp_npc31_pl|阿 里 
trp_kingdom_1_lord|伯 查 德· 冯· 霍 恩 豪 森 团 长 
trp_kingdom_1_lord_pl|伯 查 德· 冯· 霍 恩 豪 森 
trp_kingdom_2_lord|明 道 加 斯 国 王 
trp_kingdom_2_lord_pl|明 道 加 斯 
trp_kingdom_3_lord|别 儿 哥 汗 
trp_kingdom_3_lord_pl|别 儿 哥 
trp_kingdom_4_lord|克 里 斯 托 弗 一 世 国 王 
trp_kingdom_4_lord_pl|克 里 斯 托 弗 
trp_kingdom_5_lord|波 列 斯 瓦 夫 五 世 高 等 公 爵 “贞 洁 者” 
trp_kingdom_5_lord_pl|波 列 斯 瓦 夫 “贞 洁 者” 
trp_kingdom_6_lord|理 查 德· 冯· 康 沃 尔 皇 帝 "罗 马 的 皇 帝" 
trp_kingdom_6_lord_pl|理 查 德· 冯· 康 沃 尔 
trp_kingdom_7_lord|贝 拉 四 世 国 王 
trp_kingdom_7_lord_pl|贝 拉 
trp_kingdom_8_lord|亚 历 山 大· 涅 夫 斯 基 大 公 
trp_kingdom_8_lord_pl|亚 历 山 大· 涅 夫 斯 基 
trp_kingdom_9_lord|亨 利 三 世 国 王 
trp_kingdom_9_lord_pl|亨 利 
trp_kingdom_10_lord|路 易 九 世 国 王 
trp_kingdom_10_lord_pl|路 易 
trp_kingdom_11_lord|哈 康 四 世 国 王 
trp_kingdom_11_lord_pl|哈 康 
trp_kingdom_12_lord|亚 历 山 大 三 世 国 王 
trp_kingdom_12_lord_pl|亚 历 山 大 
trp_kingdom_13_lord|布 莱 恩· 奥 奈 尔 国 王 
trp_kingdom_13_lord_pl|布 莱 恩· 奥 奈 尔 
trp_kingdom_14_lord|比 耶· 亚 尔 执 政 公 爵 
trp_kingdom_14_lord_pl|比 耶· 亚 尔 
trp_kingdom_15_lord|丹 尼 尔· 罗 曼 诺 维 奇 国 王 
trp_kingdom_15_lord_pl|丹 尼 尔· 罗 曼 诺 维 奇 
trp_kingdom_16_lord|阿 方 索 三 世 国 王 
trp_kingdom_16_lord_pl|阿 方 索 三 世 
trp_kingdom_17_lord|海 梅 一 世 国 王 “征 服 者” 
trp_kingdom_17_lord_pl|海 梅 一 世 “征 服 者” 
trp_kingdom_18_lord|阿 方 索 十 世 国 王 
trp_kingdom_18_lord_pl|阿 方 索 十 世 
trp_kingdom_20_lord|穆 罕 默 德 一 世· 伊 本 纳 斯 苏 丹 
trp_kingdom_20_lord_pl|穆 罕 默 德 一 世· 伊 本 纳 斯 
trp_kingdom_22_lord|西 奥 多 二 世· 拉 斯 卡 里 斯 皇 帝 
trp_kingdom_22_lord_pl|西 奥 多 二 世· 拉 斯 卡 里 斯 
trp_kingdom_23_lord|伊 贝 林 的 约 翰 执 行 官 
trp_kingdom_23_lord_pl|伊 贝 林 的 约 翰 
trp_kingdom_24_lord|曼 弗 雷 德 国 王 
trp_kingdom_24_lord_pl|曼 弗 雷 德 
trp_kingdom_25_lord|伊 兹 丁· 艾 博 克 苏 丹 
trp_kingdom_25_lord_pl|伊 兹 丁· 艾 博 克 
trp_kingdom_26_lord|科 特 尼 的 鲍 德 温 二 世 皇 帝 
trp_kingdom_26_lord_pl|科 特 尼 的 鲍 德 温 二 世 
trp_kingdom_27_lord|旭 烈 兀 汗 
trp_kingdom_27_lord_pl|旭 烈 兀 
trp_kingdom_28_lord|穆 罕 默 德 一 世· 穆 斯 坦 绥 尔 哈 里 发 
trp_kingdom_28_lord_pl|穆 罕 默 德 一 世· 穆 斯 坦 绥 尔 
trp_kingdom_29_lord|史 蒂 芬· 乌 罗 什 国 王 
trp_kingdom_29_lord_pl|史 蒂 芬· 乌 罗 什 
trp_kingdom_30_lord|康 斯 坦 丁 沙 皇 
trp_kingdom_30_lord_pl|康 斯 坦 丁 
trp_kingdom_31_lord|阿 卜 杜 勒· 哈 格 苏 丹 
trp_kingdom_31_lord_pl|阿 卜 杜 勒· 哈 格 
trp_knight_1_1|胡 贝 图 斯 骑 士 
trp_knight_1_1_pl|胡 贝 图 斯 
trp_knight_1_2|维 昆 骑 士 
trp_knight_1_2_pl|维 昆 
trp_knight_1_3|艾 伯 特 骑 士 
trp_knight_1_3_pl|艾 伯 特 
trp_knight_1_4|安 诺 指 挥 官 
trp_knight_1_4_pl|安 诺 
trp_knight_1_5|迪 亚 特 莱 布 主 教 
trp_knight_1_5_pl|迪 亚 特 莱 布 
trp_knight_1_6|康 拉 德 骑 士 
trp_knight_1_6_pl|康 拉 德 
trp_knight_1_7|迪 亚 特 里 希 骑 士 
trp_knight_1_7_pl|迪 亚 特 里 希 
trp_knight_1_8|威 尔 肯 指 挥 官 
trp_knight_1_8_pl|威 尔 肯 
trp_knight_1_9|哈 尔 特 指 挥 官 
trp_knight_1_9_pl|哈 尔 特 
trp_knight_1_10|温 诺 主 教 
trp_knight_1_10_pl|温 诺 
trp_knight_1_11|奥 托 骑 士 
trp_knight_1_11_pl|奥 托 
trp_knight_1_12|伍 尔 夫 骑 士 
trp_knight_1_12_pl|伍 尔 夫 
trp_knight_1_13|英 戈 尔 夫 骑 士 
trp_knight_1_13_pl|英 戈 尔 夫 
trp_knight_1_14|鲁 道 夫 指 挥 官 
trp_knight_1_14_pl|鲁 道 夫 
trp_knight_1_15|冈 瑟 国 家 统 帅 
trp_knight_1_15_pl|冈 瑟 
trp_knight_2_1|陶 特 维 拉 斯 公 爵 
trp_knight_2_1_pl|陶 特 维 拉 斯 
trp_knight_2_2|特 莱 尼 奥 塔 公 爵 
trp_knight_2_2_pl|特 莱 尼 奥 塔 
trp_knight_2_3|加 德 尼 斯 公 爵 
trp_knight_2_3_pl|加 德 尼 斯 
trp_knight_2_4|厄 尔 德 维 拉 斯 公 爵 
trp_knight_2_4_pl|厄 尔 德 维 拉 斯 
trp_knight_2_5|比 克 西 斯 公 爵 
trp_knight_2_5_pl|比 克 西 斯 
trp_knight_2_6|里 吉 基 斯 公 爵 
trp_knight_2_6_pl|里 吉 基 斯 
trp_knight_2_7|克 里 斯 蒂 约 纳 斯 主 教 
trp_knight_2_7_pl|克 里 斯 蒂 约 纳 斯 
trp_knight_2_8|莱 普 里 斯 公 爵 
trp_knight_2_8_pl|莱 普 里 斯 
trp_knight_2_9|戈 尔 斯 图 卡 斯 公 爵 
trp_knight_2_9_pl|戈 尔 斯 图 卡 斯 
trp_knight_2_10|莱 克 里 斯 公 爵 
trp_knight_2_10_pl|莱 克 里 斯 
trp_knight_2_11|卢 比 基 斯 公 爵 
trp_knight_2_11_pl|卢 比 基 斯 
trp_knight_2_12|维 谢 尔 加 公 爵 
trp_knight_2_12_pl|维 谢 尔 加 
trp_knight_2_13|特 莱 德 尼 斯 公 爵 
trp_knight_2_13_pl|特 莱 德 尼 斯 
trp_knight_2_14|巴 迪 斯 公 爵 
trp_knight_2_14_pl|巴 迪 斯 
trp_knight_2_15|里 西 斯 公 爵 
trp_knight_2_15_pl|里 西 斯 
trp_knight_3_1|多 阔 干 那 颜 
trp_knight_3_1_pl|多 阔 干 
trp_knight_3_2|塔 剌 巴 那 颜 
trp_knight_3_2_pl|塔 剌 巴 
trp_knight_3_3|拖 卡· 帖 木 儿 那 颜 
trp_knight_3_3_pl|拖 卡· 帖 木 儿 
trp_knight_3_4|巴 拉 该 那 颜 
trp_knight_3_4_pl|巴 拉 该 
trp_knight_3_5|塔 儿 突· 巴 特 尔 那 颜 
trp_knight_3_5_pl|塔 儿 突 
trp_knight_3_6|内 古 打 那 颜 
trp_knight_3_6_pl|内 古 打 
trp_knight_3_7|拜 答 儿 那 颜 
trp_knight_3_7_pl|拜 答 儿 
trp_knight_3_8|合 丹 那 颜 
trp_knight_3_8_pl|合 丹 
trp_knight_3_9|别 合 那 颜
trp_knight_3_9_pl|别 合 
trp_knight_3_10|布 合 台 那 颜 
trp_knight_3_10_pl|布 合 台 
trp_knight_3_11|拜 答 儿· 不 剌 那 颜 
trp_knight_3_11_pl|拜 答 儿· 不 剌 
trp_knight_3_12|唐 古 拉· 忽 都 鲁 那 颜 
trp_knight_3_12_pl|唐 古 拉· 忽 都 鲁 
trp_knight_3_13|乞 班 那 颜 
trp_knight_3_13_pl|乞 班 
trp_knight_3_14|勃 哥 察 那 颜 
trp_knight_3_14_pl|勃 哥 察 
trp_knight_3_15|诺 该 那 颜 
trp_knight_3_15_pl|诺 该
trp_knight_3_16|库 赖 撒 那 颜 
trp_knight_3_16_pl|库 赖 撒 
trp_knight_3_17|内 兀 那 颜 
trp_knight_3_17_pl|内 兀 
trp_knight_3_18|塔 古 答 那 颜 
trp_knight_3_18_pl|塔 古 答 
trp_knight_3_19|阔 奕 丹 那 颜 
trp_knight_3_19_pl|阔 奕 丹 
trp_knight_3_20|锡 巴 黑 那 颜 
trp_knight_3_20_pl|锡 巴 黑 
trp_knight_3_21|勃 斥 儿· 巴 特 尔 那 颜 
trp_knight_3_21_pl|勃 斥 儿· 巴 特 尔 
trp_knight_3_22|唐 古 拉 点 那 颜 
trp_knight_3_22_pl|唐 古 拉 
trp_knight_3_23|勃 哈 儿 那 颜 
trp_knight_3_23_pl|勃 哈 儿 
trp_knight_3_24|明 客 都 那 颜 
trp_knight_3_24_pl|明 客 都 
trp_knight_3_25|古 力 那 颜 
trp_knight_3_25_pl|古 力 
trp_knight_4_1|瓦 尔 德 马· 斯 拉 维 奇 地 方 官 
trp_knight_4_1_pl|瓦 尔 德 马· 斯 拉 维 奇 
trp_knight_4_2|埃 瑞 克 一 世· 埃 贝 尔 森 公 爵 
trp_knight_4_2_pl|埃 瑞 克 一 世· 埃 贝 尔 森
trp_knight_4_3|雅 各 布· 厄 兰 森 大 主 教 
trp_knight_4_3_pl|雅 各 布· 厄 兰 森 
trp_knight_4_4|安 德 斯· 厄 兰 森 公 爵 
trp_knight_4_4_pl|安 德 斯· 厄 兰 森 
trp_knight_4_5|彼 得· 斯 克 雅 尔 姆 森 主 教 
trp_knight_4_5_pl|彼 得· 斯 克 雅 尔 姆 森 
trp_knight_4_6|雅 各 布 塞 瑞 斯 伯 爵 
trp_knight_4_6_pl|雅 各 布 塞 瑞 斯 
trp_knight_4_7|罗 尼 伯 爵
trp_knight_4_7_pl|罗 尼 
trp_knight_4_8|哈 兰 伯 爵 
trp_knight_4_8_pl|哈 兰 
trp_knight_4_9|雅 各 布 森 伯 爵 
trp_knight_4_9_pl|雅 各 布 森 
trp_knight_4_10|彼 得 伯 爵 
trp_knight_4_10_pl|彼 得 
trp_knight_4_11|伊 娃· 帕 格 森 伯 爵 
trp_knight_4_11_pl|伊 娃· 帕 格 森 
trp_knight_4_12|伊 娃· 帕 卡 森 伯 爵 
trp_knight_4_12_pl|伊 娃· 帕 卡 森 
trp_knight_4_13|尼 菲 尔 坡 伯 爵 
trp_knight_4_13_pl|尼 菲 尔 坡 
trp_knight_4_14|萨 克 索 伯 爵 
trp_knight_4_14_pl|萨 克 索 
trp_knight_4_15|比 斯 科 普 伯 爵 
trp_knight_4_15_pl|比 斯 科 普 
trp_knight_5_1|卡 希 米 尔 公 爵 
trp_knight_5_1_pl|卡 希 米 尔 
trp_knight_5_2|格 涅 沃 米 尔 公 爵 
trp_knight_5_2_pl|格 涅 沃 米 尔 
trp_knight_5_3|博 古 米 乌 公 爵 
trp_knight_5_3_pl|博 古 米 乌 
trp_knight_5_4|博 来 斯 瓦 夫 公 爵 
trp_knight_5_4_pl|博 来 斯 瓦 夫 
trp_knight_5_5|瓦 迪 斯 瓦 夫 公 爵
trp_knight_5_5_pl|瓦 迪 斯 瓦 夫
trp_knight_5_6|亨 利·怀 特 公 爵
trp_knight_5_6_pl|亨 利
trp_knight_5_7|“ 波 美 拉 尼 亚 大 公” 瑟 维 多 比 克 二 世
trp_knight_5_7_pl|瑟 维 多 比 克
trp_knight_5_8|博 列 科 公 爵
trp_knight_5_8_pl|博 列 科
trp_knight_5_9|玛 斯 齐 沃 公 爵
trp_knight_5_9_pl|玛 斯 齐 沃
trp_knight_5_10|瑞 斯 博·彼 洛 加 斯 基 亲 王
trp_knight_5_10_pl|瑞 斯 博·彼 洛 加 斯 基
trp_knight_5_11|普 热 梅 希 尔 公 爵
trp_knight_5_11_pl|普 热 梅 希 尔
trp_knight_5_12|萨 姆 波 公 爵
trp_knight_5_12_pl|萨 姆 波
trp_knight_5_13|里 亚 克 公 爵
trp_knight_5_13_pl|里 亚 克
trp_knight_5_14|康 德 拉 一 世 公 爵
trp_knight_5_14_pl|康 德 拉
trp_knight_5_15|西 摩 梅 尔 斯 公 爵
trp_knight_5_15_pl|西 摩 梅 尔 斯
trp_knight_6_1|“ 波 西 米 亚 国 王 兼 奥 地 利 公 爵” 奥 塔 卡 二 世
trp_knight_6_1_pl|奥 塔 卡 二 世
trp_knight_6_2|“ 莱 茵 河 伯 爵 兼 巴 伐 利 亚 公 爵” 路 德 维 希 二 世
trp_knight_6_2_pl|斯 特 恩
trp_knight_6_3|“ 萨 克 尼 亚 公 爵” 阿 尔 布 雷 希 一 世
trp_knight_6_3_pl| 阿 尔 布 雷 希
trp_knight_6_4|“ 勃 兰 登 堡 侯 爵” 奥 托 三 世， 虔 诚 者 
trp_knight_6_4_pl|奥 托 三 世， 虔 诚 者 
trp_knight_6_5|“ 下 巴 伐 利 亚 公 爵” 海 因 里 希 八 世 
trp_knight_6_5_pl|海 因 里 希 八 世
trp_knight_6_6|“布 拉 班 特 公 爵” 海 因 里 希 三 世， 善 人 
trp_knight_6_6_pl|海 因 里 希 三 世， 善 人 
trp_knight_6_7|“ 布 伦 瑞 克 和 吕 内 堡” 约 翰 一 世 
trp_knight_6_7_pl|约 翰 一 世 
trp_knight_6_8|“ 林 堡 公 爵” 瓦 尔 拉 姆 四 世 
trp_knight_6_8_pl|瓦 尔 拉 姆 四 世 
trp_knight_6_9|“ 科 隆 大 主 教” 霍 赫 斯 塔 顿 的 康 拉 德 一 世 
trp_knight_6_9_pl|霍 赫 斯 塔 顿 的 康 拉 德 一 世 
trp_knight_6_10|“ 美 因 茨 大 主 教” 多 恩 的 格 哈 德 一 世 
trp_knight_6_10_pl|多 恩 的 格 哈 德 一 世 
trp_knight_6_11|Arnold II of Isenburg, Archbishop of Trier
trp_knight_6_11_pl|Arnold II of Isenburg
trp_knight_6_12|Ulrich III of Spanheim, Duke of Carinthia and Lord of Krain
trp_knight_6_12_pl|Ulrich III of Spanheim
trp_knight_6_13|Friedrich III, Duke of Lorraine
trp_knight_6_13_pl|Friedrich III
trp_knight_6_14|Barnim I, Duke of Pomerania
trp_knight_6_14_pl|Barnim I
trp_knight_6_15|Gebhard II of Lippe, Archbishop of Bremen and Hamburg
trp_knight_6_15_pl|Gebhard II of Lippe
trp_knight_6_16|Rudolf IV, Count of Habsburg
trp_knight_6_16_pl|Rudolf IV
trp_knight_6_17|Rudolf I, Markgrave of Baden
trp_knight_6_17_pl|Rudolf I
trp_knight_6_18|Heinrich III the Illustrious, Markgrave of Meissen and Landgrave of Thuringia
trp_knight_6_18_pl|Heinrich III the Illustrious
trp_knight_6_19|Konrad I. the Pious, Burgrave of Nuernberg
trp_knight_6_19_pl|Konrad I the Pious
